,Year,MovieId,Name,tmdb_id,tmdb_title
545,2022,20279,在車上,758866,在車上
546,2022,22878,天空之城,10515,天空之城
551,2022,21973,劇場版 五等分的新娘,820067,劇場版 五等分的新娘
552,2022,22962,即使，這份戀情今晚會從世上消失,977871,即使，這份戀情今晚會從世上消失
553,2022,22380,破案天才伽利略：沉默的遊行,956564,破案天才伽利略：沉默的遊行
555,2022,20057,Fate/Grand Order -終局特異點 冠位時間神殿所羅門-,829920,Fate/Grand Order -終局特異點 冠位時間神殿所羅門-
556,2022,20264,名偵探柯南：大怪獸哥梅拉VS假面超人,925492,名偵探柯南：大怪獸哥梅拉VS假面超人
560,2022,19895,我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～,820530,我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～
561,2022,19687,偶然與想像,795811,偶然與想像
567,2022,23463,灌籃高手 THE FIRST SLAM DUNK,783675,灌籃高手 THE FIRST SLAM DUNK
570,2022,22230,犬王,642538,犬王
571,2022,20535,電影版 昨日的美食,824362,電影版 昨日的美食
573,2022,20355,讓我聽見愛的歌聲,741335,讓我聽見愛的歌聲
575,2022,20186,魔仿犯,808667,魔仿犯
576,2022,22512,極速甩尾,983866,極速甩尾
577,2022,20669,魔法水果籃 -前奏曲-,896499,魔法水果籃 -前奏曲-
578,2022,21237,牛首村,854006,牛首村
579,2022,21941,北齋：浮世繪傳奇,698215,北齋：浮世繪傳奇
580,2022,21790,特『刀劍亂舞-花丸-』～雪之卷～,978039,特『刀劍亂舞-花丸-』～雪之卷～
582,2022,18774,花束般的戀愛,695932,花束般的戀愛
583,2022,23249,天使降臨到我身邊！珍貴的朋友,966709,天使降臨到我身邊！珍貴的朋友
585,2022,22408,特『刀劍亂舞-花丸-』～華之卷～,1081641,特『刀劍亂舞-花丸-』～華之卷～
586,2022,22167,特『刀劍亂舞-花丸-』～月之卷～,1081640,特『刀劍亂舞-花丸-』～月之卷～
588,2022,20744,急急復雞雞,899743,急急復雞雞
589,2022,20684,尋人啟弒,874476,尋人啟弒
592,2022,19852,詛咒,264718,詛咒
594,2022,20715,接棒家族,853731,接棒家族
595,2022,20631,燃燒的劍,726894,燃燒的劍
596,2022,22511,信用詐欺師JP：英雄篇,930432,信用詐欺師JP：英雄篇
598,2022,20229,電影 K-ON！輕音部,120811,電影 K-ON！輕音部
600,2022,20541,那些得不到保護的人,794719,那些得不到保護的人
601,2022,22005,如月車站,959439,如月車站
602,2022,21537,螢火蟲之墓,76826,螢火蟲之墓
604,2022,19264,鹿王,633844,鹿王
605,2022,19896,超慄方殺陣,792678,超慄方殺陣
607,2022,20993,漁港的肉子,781816,漁港的肉子
608,2022,14034,今天也要用便當出擊,514880,今天也要用便當出擊
609,2022,21441,再見了，橡果兄弟！－奇蹟的暑假－,846993,再見了，橡果兄弟！－奇蹟的暑假－
610,2022,22197,萌男友是柑橘色,996499,萌男友是柑橘色
612,2022,20520,夏日幽靈,798544,夏日幽靈
614,2022,20047,青春特調蜂蜜檸檬蘇打,853821,青春特調蜂蜜檸檬蘇打
615,2022,21933,末日救世主,996666,末日救世主
617,2022,21710,婚顧女王,912632,婚顧女王
618,2022,21929,七五計劃,958487,七五計劃
619,2022,9952,睡著也好醒來也罷,487850,睡著也好醒來也罷
620,2022,21589,怪獸死了怎麼辦,831920,怪獸死了怎麼辦
621,2022,21707,太陽與波麗露,1037696,太陽與波麗露
622,2022,20301,鳩的擊退法,844225,鳩的擊退法
623,2022,22350,Ｎ号棟鬧鬼,938133,Ｎ号棟鬧鬼
625,2022,22431,春心萌動的老屋緣廊,963131,春心萌動的老屋緣廊
626,2022,23040,葬禮,42095,葬禮
628,2022,23041,蒲公英,11830,蒲公英
629,2022,22228,河畔小日子,749927,河畔小日子
630,2022,20918,決戰星期天,863857,決戰星期天
631,2022,22474,流浪之月,849786,流浪之月
634,2022,20529,垃圾頭,464768,垃圾頭
635,2022,22961,天才狂歡派對：最終章,77248,天才狂歡派對：最終章
638,2022,23384,TANG,961415,TANG
639,2022,22508,救救旱鴨子,956450,救救旱鴨子
641,2022,20125,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,742396,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤
642,2022,23401,邪惡的孩子,958017,邪惡的孩子
